Time,Temperature,Rel_Humidity,S1,S2,S3,S4,S5,S6,S7,S8
102.9,20.92,35.81,362,304,582,578,637,764,803,956
103,20.92,35.81,362,305,583,578,638,766,805,957
103.1,20.92,35.81,361,304,583,578,639,766,806,958
103.2,20.92,35.81,361,305,583,578,640,766,806,959
103.3,20.92,35.81,363,305,583,578,639,768,808,959
103.4,20.92,35.81,361,305,584,579,640,769,809,961
103.5,20.92,35.81,361,305,585,578,640,769,809,962
103.6,20.92,35.81,361,305,585,578,641,770,811,962
103.71,20.92,35.81,362,306,585,578,641,770,812,963
103.81,20.92,35.81,362,306,585,578,643,771,813,965
103.91,20.92,35.81,363,306,586,579,642,772,814,965
104.01,20.92,35.81,364,306,586,579,643,773,814,967
104.1,20.92,35.81,362,306,587,578,644,774,815,967
104.2,20.92,35.81,363,307,586,579,644,775,816,968
104.3,20.92,35.81,363,307,587,578,645,775,817,969
104.4,20.92,35.81,363,307,587,579,646,776,818,971
104.5,20.92,35.77,364,307,587,579,647,777,818,971
104.6,20.92,35.77,366,307,587,579,647,777,819,972
104.7,20.92,35.77,364,307,588,579,648,778,819,973
104.8,20.92,35.77,364,307,588,579,648,779,820,974
104.91,20.92,35.77,364,307,589,579,649,779,821,975
105.01,20.92,35.77,365,307,589,579,650,781,821,976
105.11,20.92,35.77,364,308,589,579,650,782,823,977
105.21,20.92,35.77,364,307,589,579,651,782,823,978
105.3,20.92,35.77,365,308,589,579,652,783,824,979
105.41,20.92,35.77,365,308,590,579,653,784,825,978
105.51,20.93,35.81,364,308,591,579,652,786,825,980
105.6,20.93,35.81,367,308,591,579,653,786,825,981
105.7,20.93,35.81,365,308,590,579,654,786,827,982
105.8,20.93,35.81,365,308,590,579,654,788,827,982
105.9,20.93,35.81,366,309,591,579,655,788,827,983
106.01,20.93,35.81,366,308,591,580,655,789,828,985
106.1,20.93,35.81,367,308,591,580,656,789,828,985
106.19,20.93,35.81,366,309,592,580,656,790,830,986
106.31,20.93,35.81,367,309,592,580,657,792,830,986
106.41,20.93,35.81,365,309,593,580,658,792,831,988
106.5,20.93,35.77,368,309,592,580,658,793,831,988
106.59,20.93,35.77,366,309,592,580,659,793,832,990
106.7,20.93,35.77,367,308,593,580,659,794,832,990
106.8,20.93,35.77,366,309,593,580,660,795,833,991
106.91,20.93,35.77,366,309,594,580,660,796,834,993
107,20.93,35.77,368,309,594,581,661,796,834,992
107.1,20.93,35.77,367,309,593,580,662,797,835,993
107.21,20.93,35.77,367,309,595,580,662,798,835,994
107.31,20.93,35.77,367,310,595,581,663,799,836,996
107.41,20.93,35.77,367,310,594,580,663,799,836,996
107.51,20.93,35.77,367,309,594,580,663,800,837,997
107.6,20.92,35.81,368,310,595,580,664,801,837,997
107.7,20.92,35.81,368,309,595,581,665,801,837,999
107.81,20.92,35.81,369,310,595,581,665,802,838,999
107.91,20.92,35.81,368,310,595,581,666,803,839,1000
108.01,20.92,35.81,367,310,596,581,666,803,839,1001
108.11,20.92,35.81,368,310,597,581,666,804,839,1001
108.2,20.92,35.81,368,310,596,581,667,804,840,1002
108.3,20.92,35.81,368,310,596,581,668,805,840,1003
108.4,20.92,35.81,368,310,597,581,668,805,840,1003
108.5,20.92,35.81,368,311,597,582,668,806,841,1004
108.6,20.92,35.77,368,310,597,581,669,807,841,1004
108.7,20.92,35.77,369,311,598,582,670,808,842,1005
108.8,20.92,35.77,368,311,597,581,670,808,841,1005
108.9,20.92,35.77,368,311,598,581,670,808,842,1006
109,20.92,35.77,368,311,598,581,671,808,842,1007
109.1,20.92,35.77,368,311,598,581,671,809,842,1007
109.2,20.92,35.77,369,311,598,582,671,810,842,1007
109.3,20.92,35.77,368,312,598,581,672,810,843,1009
109.41,20.92,35.77,369,311,599,582,672,811,843,1009
109.51,20.92,35.77,371,312,599,582,673,811,843,1009
109.61,20.92,35.77,369,311,600,581,673,812,843,1010
109.71,20.92,35.77,369,312,599,582,674,812,843,1011
109.81,20.92,35.77,369,312,600,582,673,813,844,1011
109.9,20.92,35.77,370,311,599,582,674,813,843,1011
110,20.92,35.77,370,312,600,582,675,814,844,1012
110.1,20.92,35.77,369,311,600,582,675,814,844,1012
110.2,20.92,35.77,369,312,600,582,675,815,844,1012
110.31,20.92,35.77,369,311,600,582,676,815,844,1013
110.4,20.92,35.77,370,312,600,582,676,816,844,1013
110.5,20.92,35.77,369,312,600,582,676,816,844,1014
110.61,20.93,35.74,369,312,600,582,677,817,844,1014
110.7,20.93,35.74,369,312,601,582,677,818,844,1015
110.8,20.93,35.74,371,313,601,583,677,818,844,1014
110.9,20.93,35.74,369,312,600,582,678,818,845,1015
111,20.93,35.74,372,312,601,583,678,819,845,1015
111.1,20.93,35.74,370,312,601,582,678,819,845,1016
111.21,20.93,35.74,370,312,601,583,678,820,845,1016
111.31,20.93,35.74,370,312,601,582,678,820,846,1017
111.41,20.93,35.74,371,312,601,582,679,821,846,1017
111.51,20.93,35.74,370,312,601,583,679,821,847,1017
111.6,20.93,35.81,372,312,601,583,679,822,846,1018
111.7,20.93,35.81,370,313,602,583,680,822,847,1018
111.8,20.93,35.81,370,312,602,583,680,823,847,1018
111.9,20.93,35.81,370,313,602,583,680,823,847,1019
112,20.93,35.81,370,312,602,583,680,824,847,1019
112.1,20.93,35.81,371,313,603,583,681,824,848,1020
112.2,20.93,35.81,370,313,603,583,681,825,847,1020
112.3,20.93,35.81,371,313,603,583,681,825,848,1020
112.4,20.93,35.81,371,313,603,583,681,825,848,1021
112.4,20.93,35.81,371,313,603,583,681,825,848,1021
112.4,20.93,35.81,371,313,603,583,681,825,848,1021
112.91,20.93,35.77,371,313,603,583,681,825,848,1021
112.91,20.93,35.77,371,313,603,583,681,825,848,1021
112.91,20.93,35.77,371,313,603,583,681,825,848,1021
113,20.93,35.77,371,313,604,583,683,829,849,1022
113.1,20.93,35.77,371,314,604,583,683,829,849,1022
113.2,20.93,35.77,372,314,604,583,684,830,849,1022
113.3,20.93,35.77,372,314,605,583,684,830,849,1023
113.4,20.93,35.77,372,313,605,583,684,830,849,1023
113.5,20.93,35.77,372,314,605,583,685,831,849,1024
113.6,20.93,35.77,372,314,605,584,684,831,850,1024
113.7,20.92,35.74,372,314,605,583,685,832,850,1023
113.8,20.92,35.74,372,313,605,583,685,832,849,1024
113.91,20.92,35.74,372,314,606,584,685,832,850,1025
114,20.92,35.74,372,314,606,583,685,833,851,1025
114.11,20.92,35.74,373,314,606,584,686,834,851,1024
114.2,20.92,35.74,372,315,606,584,686,833,850,1026
114.3,20.92,35.74,374,314,606,584,687,835,850,1025
114.41,20.92,35.74,372,314,607,583,687,835,851,1026
114.5,20.92,35.74,372,314,606,584,687,836,851,1026
114.6,20.92,35.74,373,315,607,584,687,836,851,1027
114.71,20.93,35.81,373,315,608,584,687,837,851,1027
114.8,20.93,35.81,373,315,607,584,688,836,851,1027
114.9,20.93,35.81,373,315,607,584,688,837,851,1027
115,20.93,35.81,375,315,608,584,688,838,851,1028
115.1,20.93,35.81,373,315,607,584,688,838,851,1028
115.2,20.93,35.81,374,316,608,584,689,838,851,1027
115.31,20.93,35.81,373,315,608,585,689,839,851,1028
115.4,20.93,35.81,374,315,608,584,689,840,851,1029
115.5,20.93,35.81,373,315,608,585,689,840,851,1028
115.59,20.93,35.81,376,316,608,585,690,840,851,1028
115.71,20.92,35.74,374,315,608,585,689,841,851,1029
115.8,20.92,35.74,373,316,608,585,689,841,851,1029
115.91,20.92,35.74,374,315,608,585,690,841,851,1029
116,20.92,35.74,374,315,609,584,690,842,851,1030
116.1,20.92,35.74,374,315,608,584,690,842,851,1030
116.21,20.92,35.74,373,315,609,584,690,842,851,1030
116.29,20.92,35.74,375,316,608,584,690,843,852,1030
116.41,20.92,35.74,374,316,609,585,690,843,852,1030
116.5,20.92,35.74,373,316,609,585,691,843,852,1029
116.59,20.92,35.74,374,316,608,584,691,843,852,1030
116.71,20.92,35.74,376,316,609,585,691,843,852,1031
116.8,20.92,35.74,376,316,609,584,691,844,851,1031
116.91,20.92,35.74,373,316,609,585,691,844,852,1031
117,20.92,35.74,375,316,609,584,691,845,852,1031
117.1,20.92,35.74,374,316,609,585,691,845,852,1031
117.2,20.92,35.74,374,317,609,584,692,845,852,1030
117.3,20.92,35.74,374,316,609,584,692,846,851,1031
117.4,20.92,35.74,374,316,609,585,692,846,852,1031
117.5,20.92,35.74,376,316,609,584,692,846,852,1031
117.6,20.92,35.74,374,316,609,585,692,846,852,1031
117.71,20.92,35.74,374,317,609,585,692,847,853,1032
117.81,20.92,35.74,377,317,609,585,692,847,853,1032
117.91,20.92,35.74,374,317,609,585,692,847,853,1031
118,20.92,35.74,375,317,610,585,692,847,853,1032
118.1,20.92,35.74,375,317,610,585,693,847,853,1032
118.2,20.92,35.74,374,317,609,585,692,847,854,1032
118.3,20.92,35.74,375,317,609,585,693,848,853,1032
118.4,20.92,35.74,377,317,609,585,693,848,854,1032
118.51,20.92,35.74,377,317,609,585,693,848,854,1032
118.61,20.92,35.74,375,317,609,585,693,848,855,1031
118.71,20.93,35.74,374,317,609,585,693,848,855,1033
118.81,20.93,35.74,375,317,610,585,694,849,855,1032
118.9,20.93,35.74,375,317,610,585,694,849,855,1032
119.01,20.93,35.74,375,317,609,585,694,849,856,1032
119.11,20.93,35.74,375,317,609,585,694,849,856,1032
119.21,20.93,35.74,375,318,609,585,694,849,856,1032
119.3,20.93,35.74,374,318,609,585,695,849,857,1033
119.4,20.93,35.74,377,317,610,586,695,850,857,1032
119.5,20.93,35.74,375,317,610,585,695,850,858,1032
119.6,20.93,35.74,375,318,609,585,695,850,858,1033
119.7,20.93,35.74,376,318,610,585,695,851,859,1034
119.8,20.93,35.74,375,317,610,585,696,851,859,1034
119.91,20.93,35.74,375,318,610,585,696,851,859,1034
120.01,20.93,35.74,377,318,610,586,696,851,860,1034
120.11,20.93,35.74,377,318,610,585,696,852,860,1035
120.2,20.93,35.74,375,319,610,585,696,851,861,1034
120.3,20.93,35.74,376,318,610,585,697,852,861,1035
120.4,20.93,35.74,375,318,611,585,696,852,861,1035
120.5,20.93,35.74,376,318,610,585,697,852,862,1035
120.6,20.93,35.74,376,318,610,586,697,852,862,1036
120.7,20.93,35.74,375,319,610,585,697,852,862,1036
120.8,20.93,35.74,375,318,611,585,697,853,862,1035
120.9,20.93,35.74,377,319,610,585,698,853,863,1037
121,20.93,35.74,376,318,611,585,698,853,863,1037
121.1,20.93,35.74,376,319,611,586,698,854,863,1038
121.21,20.93,35.74,377,318,611,586,699,855,864,1037
121.31,20.93,35.74,378,319,612,585,699,854,864,1038
121.41,20.93,35.74,378,319,611,585,699,854,864,1038
121.51,20.93,35.74,378,318,611,585,700,855,864,1039
121.6,20.93,35.74,376,319,612,586,700,855,865,1039
121.7,20.93,35.74,376,319,611,585,700,855,865,1039
121.8,20.92,35.74,377,319,612,586,701,856,865,1039
121.9,20.92,35.74,377,319,611,586,701,856,865,1039
122,20.92,35.74,379,320,612,586,701,856,866,1038
122.1,20.92,35.74,377,319,612,586,702,857,867,1039
122.2,20.92,35.74,377,319,612,585,702,857,867,1039
122.31,20.92,35.74,378,320,612,586,702,858,868,1040
122.41,20.92,35.74,378,320,613,585,702,858,867,1040
122.5,20.92,35.74,377,319,612,586,703,858,868,1041
122.61,20.92,35.74,380,319,613,586,704,859,869,1040
122.71,20.92,35.74,377,319,612,586,703,859,869,1041
122.81,20.93,35.74,378,320,612,586,704,859,869,1041
122.9,20.93,35.74,378,319,613,586,704,860,869,1041
123.01,20.93,35.74,380,320,613,586,704,859,871,1042
123.11,20.93,35.74,378,319,614,586,705,861,871,1042
123.21,20.93,35.74,378,320,613,585,705,861,871,1042
123.31,20.93,35.74,379,319,614,586,705,861,873,1043
123.4,20.93,35.74,379,320,614,586,705,862,873,1043
123.5,20.93,35.74,378,319,613,586,706,863,873,1044
123.61,20.93,35.74,381,320,613,586,707,863,874,1044
123.71,20.93,35.74,378,320,613,586,707,863,875,1044
123.81,20.92,35.77,378,320,613,586,707,864,875,1045
123.9,20.92,35.77,380,321,614,586,707,865,875,1045
124,20.92,35.77,379,321,614,586,707,865,876,1045
124.1,20.92,35.77,379,320,614,585,708,866,877,1046
124.2,20.92,35.77,379,321,614,586,708,866,877,1046
124.3,20.92,35.77,379,320,614,586,708,867,877,1047
124.4,20.92,35.77,380,320,615,586,708,868,878,1046
124.51,20.92,35.77,379,321,615,586,710,868,878,1047
124.61,20.92,35.77,379,321,614,586,709,869,879,1048
124.71,20.92,35.77,380,320,614,587,709,870,879,1048
124.8,20.93,35.74,379,321,614,586,710,870,880,1048
124.91,20.93,35.74,379,321,614,586,710,870,880,1048
125.01,20.93,35.74,378,320,614,587,711,871,880,1049
125.11,20.93,35.74,380,320,614,587,711,872,881,1049
125.2,20.93,35.74,379,320,614,586,711,872,882,1050
125.3,20.93,35.74,380,320,614,587,712,873,882,1050
125.4,20.93,35.74,378,321,614,586,712,873,882,1050
125.5,20.93,35.74,379,321,615,586,712,874,882,1051
125.6,20.93,35.74,379,321,615,587,713,875,883,1051
125.7,20.93,35.74,379,321,614,586,713,875,882,1052
125.8,20.93,35.74,379,321,614,586,713,876,882,1052
125.9,20.93,35.74,380,320,615,587,713,876,883,1052
126,20.93,35.74,378,321,614,587,713,877,884,1052
126.11,20.93,35.74,378,320,615,586,714,878,883,1053
126.21,20.93,35.74,379,320,614,587,715,878,884,1052
126.31,20.93,35.74,379,320,615,586,715,879,884,1053
126.41,20.93,35.74,379,320,614,587,715,879,884,1053
126.5,20.93,35.74,380,321,614,586,716,880,884,1054
126.61,20.93,35.74,378,320,615,586,716,881,884,1054
126.71,20.93,35.74,379,321,614,586,716,882,885,1055
126.81,20.93,35.74,381,320,615,586,717,883,885,1054
126.9,20.93,35.74,379,321,615,587,717,883,885,1055
127,20.93,35.74,379,321,615,587,718,884,885,1056
127.1,20.93,35.74,380,321,615,586,718,884,885,1056
127.2,20.93,35.74,379,321,615,587,718,885,885,1055
127.3,20.93,35.74,379,321,615,587,718,885,885,1057
127.4,20.93,35.74,379,321,616,586,719,886,886,1057
127.5,20.93,35.74,381,321,615,587,719,886,886,1057
127.6,20.93,35.74,380,322,616,587,719,887,886,1056
127.7,20.93,35.74,379,321,615,587,720,887,887,1057
127.8,20.93,35.74,382,321,615,586,720,888,887,1057
127.91,20.92,35.74,381,322,616,587,720,889,887,1058
128.01,20.92,35.74,380,321,616,587,720,889,888,1058
128.1,20.92,35.74,380,321,616,587,721,890,888,1059
128.2,20.92,35.74,381,321,617,587,721,890,889,1059
128.3,20.92,35.74,381,321,616,587,721,891,889,1059
128.4,20.92,35.74,381,321,617,587,722,891,890,1059
128.5,20.92,35.74,381,322,617,587,722,892,890,1059
128.6,20.92,35.74,382,322,616,587,722,892,891,1059
128.7,20.92,35.74,381,322,616,587,723,893,891,1060
128.81,20.92,35.74,381,322,618,587,723,892,891,1061
128.91,20.93,35.74,382,322,617,587,723,893,893,1060
129.01,20.93,35.74,382,322,617,587,723,894,893,1061
129.1,20.93,35.74,382,322,618,587,724,895,894,1061
129.2,20.93,35.74,382,322,618,587,724,895,894,1061
129.3,20.93,35.74,383,322,618,587,724,895,896,1061
129.4,20.93,35.74,385,322,617,587,725,896,896,1061
129.51,20.93,35.74,382,322,619,586,725,897,897,1062
129.6,20.93,35.74,383,322,618,587,725,897,898,1062
129.7,20.93,35.74,383,322,618,588,725,897,898,1063
129.8,20.93,35.74,383,322,619,587,726,898,899,1063
129.9,20.94,35.74,383,323,619,587,725,898,899,1064
130,20.94,35.74,383,323,619,587,726,899,900,1064
130.1,20.94,35.74,384,322,619,587,726,899,901,1064
130.2,20.94,35.74,383,323,619,587,727,900,901,1065
130.3,20.94,35.74,385,322,619,587,727,900,902,1065
130.4,20.94,35.74,383,323,619,587,726,901,901,1065
130.51,20.94,35.74,384,323,619,587,727,901,902,1065
130.61,20.94,35.74,384,323,619,587,727,902,902,1066
130.71,20.94,35.74,383,323,619,587,727,901,903,1066
130.81,20.94,35.74,383,323,619,587,727,903,903,1067
130.9,20.92,35.74,385,323,619,588,727,903,903,1067
131,20.92,35.74,383,324,619,588,728,903,903,1067
131.1,20.92,35.74,383,323,620,588,728,904,903,1067
131.2,20.92,35.74,384,323,620,588,728,904,904,1068
131.3,20.92,35.74,384,323,620,588,729,905,904,1068
131.41,20.92,35.74,385,323,620,588,729,905,903,1068
131.51,20.92,35.74,385,324,621,587,729,906,904,1068
131.61,20.92,35.74,383,323,620,587,728,906,904,1069
131.7,20.92,35.74,383,323,620,587,729,906,903,1069
131.81,20.92,35.74,382,323,620,587,729,907,904,1069
131.91,20.93,35.74,384,323,621,588,729,907,904,1069
132.01,20.93,35.74,382,323,621,587,729,907,904,1069
132.11,20.93,35.74,383,323,620,587,729,908,903,1069
132.2,20.93,35.74,382,323,621,588,730,907,904,1070
132.3,20.93,35.74,383,323,620,588,730,909,904,1070
132.4,20.93,35.74,383,323,621,588,730,908,904,1070
132.5,20.93,35.74,383,323,620,588,730,909,903,1071
132.6,20.93,35.74,383,323,621,587,730,909,903,1071
132.7,20.93,35.74,383,323,621,588,730,910,903,1069
132.8,20.93,35.74,383,323,621,588,730,909,903,1071
132.9,20.93,35.74,383,323,622,588,731,910,902,1071
133,20.91,35.77,382,323,620,588,731,910,902,1071
133.1,20.91,35.77,383,323,620,588,731,910,902,1071
133.2,20.91,35.77,384,323,622,588,730,911,901,1071
133.3,20.91,35.77,383,323,621,588,731,911,900,1071
133.4,20.91,35.77,383,323,621,588,731,911,900,1071
133.5,20.91,35.77,383,323,621,588,731,911,900,1071
133.6,20.91,35.77,382,323,622,588,731,911,900,1071
133.7,20.91,35.77,383,323,621,588,732,911,899,1070
133.8,20.91,35.77,382,322,621,588,731,911,898,1070
133.91,20.91,35.77,382,323,621,588,731,911,897,1069
134,20.92,35.74,384,323,622,588,731,912,896,1069
134.1,20.92,35.74,383,323,621,587,731,911,897,1069
134.2,20.92,35.74,382,324,621,588,732,911,896,1069
134.3,20.92,35.74,383,323,621,588,731,912,895,1069
134.4,20.92,35.74,382,323,621,588,732,912,895,1068
134.51,20.92,35.74,382,323,621,588,731,911,894,1068
134.61,20.92,35.74,383,323,622,588,732,912,894,1068
134.71,20.92,35.74,382,323,621,588,731,912,893,1067
134.8,20.92,35.74,382,323,622,588,732,911,893,1068
134.9,20.92,35.74,382,323,621,588,731,912,892,1067
135.01,20.92,35.77,382,323,621,588,731,912,891,1067
135.1,20.92,35.77,382,323,622,588,731,912,892,1067
135.2,20.92,35.77,382,323,622,588,731,912,891,1067
135.3,20.92,35.77,382,323,621,588,731,912,890,1066
135.41,20.92,35.77,382,323,621,588,731,912,890,1065
135.51,20.92,35.77,383,323,622,588,732,912,889,1066
135.61,20.92,35.77,382,323,623,588,731,912,889,1066
135.7,20.92,35.77,382,324,622,588,731,912,888,1066
135.81,20.92,35.77,382,323,622,588,731,912,888,1065
135.91,20.92,35.77,382,323,621,588,730,912,887,1065
136.01,20.92,35.81,382,323,621,588,730,912,887,1065
136.09,20.92,35.81,382,323,621,588,730,912,886,1064
136.19,20.92,35.81,382,323,621,588,730,911,886,1064
136.3,20.92,35.81,381,323,621,588,730,912,885,1064
136.4,20.92,35.81,381,323,622,588,730,911,885,1063
136.5,20.92,35.81,382,323,621,588,730,911,884,1063
136.6,20.92,35.81,381,323,621,588,730,911,884,1063
136.7,20.92,35.81,382,323,622,588,729,911,883,1063
136.8,20.92,35.81,382,323,622,588,730,911,883,1062
136.91,20.92,35.81,382,323,622,588,729,910,881,1062
137,20.92,35.81,381,323,622,588,729,910,881,1061
137.1,20.92,35.81,381,323,621,588,729,909,880,1061
137.21,20.92,35.81,382,323,621,588,728,909,879,1060
137.31,20.92,35.81,381,323,622,587,728,908,878,1061
137.41,20.92,35.81,381,323,621,588,728,909,877,1059
137.5,20.92,35.81,381,323,621,588,729,908,877,1060
137.61,20.92,35.81,381,323,621,587,728,908,876,1060
137.71,20.92,35.81,381,323,622,587,728,908,876,1059
137.81,20.92,35.81,381,323,621,587,727,908,875,1059
137.91,20.92,35.81,381,323,621,588,728,908,874,1059
138,20.93,35.77,381,323,622,587,727,908,874,1058
138.1,20.93,35.77,381,323,621,587,727,908,873,1058
138.2,20.93,35.77,381,323,621,588,727,907,872,1058
138.3,20.93,35.77,381,323,621,587,727,907,871,1058
138.41,20.93,35.77,381,323,621,588,727,907,871,1057
138.5,20.93,35.77,381,323,621,587,727,907,871,1057
138.6,20.93,35.77,382,323,621,588,726,907,870,1056
138.7,20.93,35.77,383,323,621,588,727,906,868,1055
138.8,20.93,35.77,381,323,621,588,726,907,868,1055
138.9,20.93,35.77,380,323,622,587,726,907,868,1056
139.01,20.92,35.77,381,323,621,588,726,905,867,1054
139.1,20.92,35.77,381,323,621,587,726,906,866,1055
139.2,20.92,35.77,380,323,621,587,725,905,866,1055
139.3,20.92,35.77,381,324,621,587,725,905,865,1054
139.4,20.92,35.77,381,323,621,588,725,906,864,1054
139.5,20.92,35.77,380,324,621,587,726,905,864,1053
139.6,20.92,35.77,380,323,621,588,725,905,863,1053
139.7,20.92,35.77,380,323,621,588,725,905,862,1052
139.8,20.92,35.77,381,323,621,587,725,905,862,1051
139.91,20.92,35.77,380,323,620,587,725,905,860,1051
140.01,20.92,35.77,380,323,621,587,725,905,860,1051
140.11,20.92,35.74,380,323,620,587,725,905,860,1051
140.2,20.92,35.74,380,323,620,587,725,905,859,1050
140.31,20.92,35.74,381,323,620,587,725,905,858,1050
140.4,20.92,35.74,382,323,621,588,725,904,859,1049
140.51,20.92,35.74,381,323,621,587,725,904,858,1050
140.61,20.92,35.74,381,323,621,587,725,904,858,1048
140.7,20.92,35.74,380,323,621,587,725,904,858,1048
140.81,20.92,35.74,382,324,621,586,725,905,857,1048
140.91,20.92,35.74,381,323,620,587,725,904,857,1048
141.01,20.92,35.74,380,323,621,587,725,904,858,1047
141.1,20.92,35.74,380,323,620,587,725,904,857,1047
141.2,20.92,35.74,381,324,620,587,725,903,857,1046
141.31,20.92,35.74,380,324,621,587,725,904,857,1046
141.41,20.92,35.74,380,323,621,587,724,904,857,1046
141.51,20.92,35.74,380,324,621,587,724,903,857,1046
141.6,20.92,35.74,383,323,621,587,724,904,857,1046
141.71,20.92,35.74,381,324,622,587,725,904,857,1046
141.81,20.92,35.74,383,324,622,587,725,904,857,1045
141.91,20.92,35.74,381,324,621,587,725,903,858,1045
142,20.92,35.74,381,324,621,587,725,904,857,1045
142.1,20.93,35.67,383,323,621,587,724,903,857,1044
142.21,20.93,35.67,381,323,622,586,724,903,858,1044
142.31,20.93,35.67,381,323,621,587,724,903,858,1045
142.41,20.93,35.67,381,324,622,587,724,903,858,1044
142.5,20.93,35.67,382,324,621,587,724,903,858,1043
142.61,20.93,35.67,381,323,622,587,724,903,859,1044
142.71,20.93,35.67,381,324,621,587,724,903,859,1043
142.81,20.93,35.67,382,324,622,587,724,903,859,1044
142.9,20.93,35.67,381,324,622,588,723,902,860,1044
143,20.93,35.67,381,324,622,587,724,903,860,1044
143.1,20.92,35.74,381,324,622,587,723,903,861,1044
143.2,20.92,35.74,382,324,622,587,723,902,861,1043
143.3,20.92,35.74,382,324,622,587,723,903,861,1044
143.41,20.92,35.74,382,324,622,587,723,902,862,1045
143.51,20.92,35.74,382,324,622,587,723,903,863,1045
143.61,20.92,35.74,381,324,622,587,723,902,863,1044
143.71,20.92,35.74,382,324,623,587,723,902,863,1045
143.8,20.92,35.74,381,324,623,587,723,903,864,1045
143.9,20.92,35.74,382,324,622,587,724,903,864,1045
144,20.92,35.74,383,324,622,587,723,903,865,1046
144.1,20.92,35.74,382,324,622,587,723,903,865,1046
144.2,20.92,35.74,382,324,623,587,723,903,866,1046
144.3,20.92,35.74,382,324,622,587,723,902,866,1046
144.41,20.92,35.74,384,325,623,587,723,903,866,1047
144.51,20.92,35.74,383,325,623,587,724,903,867,1046
144.61,20.92,35.74,384,324,623,587,724,903,867,1047
144.7,20.92,35.74,383,325,623,587,724,903,867,1047
144.81,20.92,35.74,383,325,623,587,724,903,868,1048
144.9,20.92,35.74,385,325,623,587,724,903,868,1048
145.01,20.92,35.74,385,326,623,587,724,904,869,1048
145.11,20.93,35.74,384,325,625,587,724,904,868,1048
145.2,20.93,35.74,384,326,624,587,724,904,869,1049
145.31,20.93,35.74,384,325,625,586,724,904,870,1048
145.41,20.93,35.74,384,325,624,588,724,904,870,1049
145.51,20.93,35.74,384,326,625,588,725,904,870,1049
145.6,20.93,35.74,385,325,624,587,725,904,870,1049
145.7,20.93,35.74,385,325,625,587,725,905,870,1049
145.8,20.93,35.74,384,325,625,587,725,905,870,1048
145.9,20.93,35.74,384,326,625,587,725,904,869,1049
146,20.93,35.74,384,325,625,587,725,904,870,1049
146.1,20.93,35.74,384,325,626,587,725,905,870,1049
146.2,20.93,35.71,385,325,625,587,725,905,870,1050
146.3,20.93,35.71,384,326,626,587,725,905,869,1050
146.4,20.93,35.71,386,325,626,587,726,905,870,1050
146.5,20.93,35.71,385,326,625,587,726,905,869,1050
146.61,20.93,35.71,384,325,626,587,726,905,869,1050
146.71,20.93,35.71,385,326,626,587,726,905,869,1050
146.81,20.93,35.71,385,326,626,587,727,905,869,1049
146.9,20.93,35.71,385,326,627,587,727,905,869,1050
147,20.93,35.71,387,326,626,587,727,906,869,1049
147.1,20.93,35.71,385,325,626,587,727,906,869,1050
147.2,20.92,35.67,385,326,626,587,727,906,868,1050
147.3,20.92,35.67,385,326,626,587,727,906,868,1049
147.4,20.92,35.67,385,326,627,587,727,906,868,1049
147.51,20.92,35.67,385,326,627,587,727,906,868,1049
147.61,20.92,35.67,385,326,627,587,728,906,868,1049
147.71,20.92,35.67,385,326,627,587,728,906,868,1050
147.8,20.92,35.67,385,326,628,588,728,906,868,1049
147.9,20.92,35.67,385,326,627,587,728,907,869,1049
148.01,20.92,35.67,385,326,628,587,729,907,869,1050
148.11,20.92,35.67,387,326,628,588,729,907,869,1049
148.21,20.92,35.67,385,326,628,587,729,908,869,1050
148.3,20.92,35.67,385,326,627,587,729,907,869,1050
148.41,20.92,35.67,386,326,628,587,730,908,869,1050
148.51,20.92,35.67,386,327,628,588,730,908,869,1049
148.61,20.92,35.67,385,326,628,587,731,908,870,1050
148.7,20.92,35.67,386,327,628,588,730,908,871,1050
148.8,20.92,35.67,385,326,627,588,730,908,871,1051
148.91,20.92,35.67,385,326,627,587,731,909,871,1051
149,20.92,35.67,387,327,628,587,731,910,872,1051
149.1,20.92,35.67,385,326,628,588,732,909,872,1050
149.2,20.94,35.67,386,327,628,588,732,909,872,1051
149.31,20.94,35.67,386,327,628,587,732,910,872,1052
149.41,20.94,35.67,386,327,628,587,732,910,873,1052
149.51,20.94,35.67,387,326,628,587,733,910,874,1052
149.6,20.94,35.67,385,327,628,587,733,911,873,1052
149.7,20.94,35.67,385,327,628,587,734,911,874,1053
149.8,20.94,35.67,386,327,629,588,734,911,875,1053
149.9,20.94,35.67,385,327,628,587,735,912,875,1053
150,20.94,35.67,386,327,628,588,735,912,875,1053
150.1,20.94,35.67,387,327,629,588,735,913,876,1054
150.21,20.94,35.67,387,326,628,588,735,913,877,1055
150.31,20.94,35.67,386,327,628,588,736,914,878,1055
150.41,20.94,35.67,387,327,629,587,736,914,878,1055
150.5,20.94,35.67,387,327,629,588,737,915,879,1055
150.6,20.94,35.67,388,327,629,588,737,916,880,1056
150.71,20.94,35.67,387,327,630,588,738,915,881,1057
150.81,20.94,35.67,389,327,630,588,738,916,881,1057
150.9,20.94,35.67,387,327,629,588,739,916,882,1057
151,20.94,35.67,388,327,630,588,739,916,883,1058
151.11,20.94,35.67,388,327,630,588,739,917,884,1059
151.21,20.94,35.64,387,328,631,588,739,918,884,1060
151.31,20.94,35.64,388,328,631,588,740,918,884,1060
